venda_id,data,produto_id,cliente_id,vendedor_id,regiao,quantidade,desconto_pct,receita_bruta,receita_liquida,custo_total,margem
7592,2024-02-29,12,74,13,Centro-Oeste,1,0.03,409.49,397.21,219.17,178.04
7593,2024-02-29,13,13,12,Sul,13,0.016,1294.54,1273.83,946.14,327.69
7595,2024-02-29,9,96,6,Nordeste,4,0.028,3038.76,2953.67,1543.36,1410.31
7596,2024-02-29,19,60,4,Centro-Oeste,6,0.046,626.28,597.47,418.2,179.27
7597,2024-02-29,4,120,7,Norte,3,0.074,150.75,139.59,101.7,37.89
7594,2024-02-29,7,134,5,Nordeste,5,0.016,290.9,286.25,199.55,86.7
7599,2024-02-29,5,107,15,Sudeste,3,0.069,582.48,542.29,373.35,168.94
7600,2024-02-29,23,24,7,Norte,2,0.092,552.3,501.49,329.2,172.29
7601,2024-02-29,20,89,15,Sudeste,2,0.049,513.0,487.86,290.06,197.8
7602,2024-02-29,23,41,6,Nordeste,23,0.061,6351.45,5964.01,3785.8,2178.21
7603,2024-02-29,8,11,11,Centro-Oeste,4,0.079,1142.12,1051.89,699.72,352.17
7604,2024-02-29,9,48,8,Sudeste,3,0.018,2279.07,2238.05,1157.52,1080.53
7605,2024-02-29,7,15,11,Centro-Oeste,4,0.09,232.72,211.78,159.64,52.14
7598,2024-02-29,4,111,15,Sudeste,1,0.04,50.25,48.24,33.9,14.34
7654,2024-03-01,19,90,10,Sul,2,0.08,208.76,192.06,139.4,52.66
7648,2024-03-01,16,57,6,Nordeste,13,0.061,755.95,709.84,528.06,181.78
7649,2024-03-01,8,129,13,Centro-Oeste,12,0.032,3426.36,3316.72,2099.16,1217.56
7650,2024-03-01,8,23,4,Centro-Oeste,7,0.072,1998.71,1854.8,1224.51,630.29
7651,2024-03-01,20,37,8,Sudeste,2,0.039,513.0,492.99,290.06,202.93
7652,2024-03-01,24,8,11,Centro-Oeste,1,0.033,401.08,387.84,195.7,192.14
7653,2024-03-01,13,33,2,Norte,3,0.059,298.74,281.11,218.34,62.77
7655,2024-03-01,24,49,15,Sudeste,3,0.029,1203.24,1168.35,587.1,581.25
7665,2024-03-01,17,20,8,Sudeste,6,0.047,1244.58,1186.08,786.48,399.6
7657,2024-03-01,1,125,6,Nordeste,15,0.018,1528.8,1501.28,1029.45,471.83
7658,2024-03-01,12,126,14,Centro-Oeste,8,0.093,3275.92,2971.26,1753.36,1217.9
7659,2024-03-01,15,102,10,Sul,30,0.176,12896.7,10626.88,6309.3,4317.58
7660,2024-03-01,13,99,3,Nordeste,10,0.055,995.8,941.03,727.8,213.23
7662,2024-03-01,17,139,1,Sul,3,0.021,622.29,609.22,393.24,215.98
7663,2024-03-01,6,14,3,Nordeste,2,0.002,1594.4,1591.21,821.58,769.63
7664,2024-03-01,15,102,12,Sul,26,0.161,11177.14,9377.62,5468.06,3909.56
7647,2024-03-01,20,38,3,Nordeste,8,0.091,2052.0,1865.27,1160.24,705.03
7656,2024-03-01,22,138,14,Centro-Oeste,32,0.106,2982.08,2665.98,2094.4,571.58
7646,2024-03-01,16,137,1,Sul,16,0.021,930.4,910.86,649.92,260.94
7661,2024-03-01,15,72,1,Sul,21,0.119,9027.69,7953.39,4416.51,3536.88
7644,2024-03-01,2,37,16,Sudeste,2,0.058,518.94,488.84,291.14,197.7
7627,2024-03-01,19,108,4,Centro-Oeste,9,0.086,939.42,858.63,627.3,231.33
7628,2024-03-01,11,81,1,Sul,3,0.077,476.79,440.08,284.55,155.53
7629,2024-03-01,13,53,15,Sudeste,6,0.092,597.48,542.51,436.68,105.83
7630,2024-03-01,7,79,5,Nordeste,7,0.003,407.26,406.04,279.37,126.67
7631,2024-03-01,5,103,16,Sudeste,2,0.016,388.32,382.11,248.9,133.21
7632,2024-03-01,11,3,16,Sudeste,7,0.018,1112.51,1092.48,663.95,428.53
7633,2024-03-01,8,91,5,Nordeste,9,0.067,2569.77,2397.6,1574.37,823.23
7634,2024-03-01,15,121,5,Nordeste,25,0.123,10747.25,9425.34,5257.75,4167.59
7645,2024-03-01,16,111,8,Sudeste,1,0.048,58.15,55.36,40.62,14.74
7636,2024-03-01,9,87,1,Sul,4,0.086,3038.76,2777.43,1543.36,1234.07
7637,2024-03-01,4,13,10,Sul,16,0.084,804.0,736.46,542.4,194.06
7638,2024-03-01,6,105,3,Nordeste,12,0.033,9566.4,9250.71,4929.48,4321.23
7639,2024-03-01,7,106,8,Sudeste,5,0.016,290.9,286.25,199.55,86.7
7640,2024-03-01,10,70,1,Sul,12,0.025,1337.4,1303.97,949.92,354.05
7641,2024-03-01,19,82,1,Sul,1,0.07,104.38,97.07,69.7,27.37
7642,2024-03-01,7,87,12,Sul,2,0.1,116.36,104.72,79.82,24.9
7643,2024-03-01,18,17,12,Sul,6,0.028,3007.02,2922.82,1646.76,1276.06
7635,2024-03-01,15,102,10,Sul,29,0.104,12466.81,11170.26,6098.99,5071.27
7679,2024-03-02,9,49,15,Sudeste,1,0.026,759.69,739.94,385.84,354.1
7680,2024-03-02,12,140,7,Norte,5,0.079,2047.45,1885.7,1095.85,789.85
7681,2024-03-02,11,117,8,Sudeste,1,0.051,158.93,150.82,94.85,55.97
7682,2024-03-02,16,52,5,Nordeste,4,0.078,232.6,214.46,162.48,51.98
7686,2024-03-02,4,58,1,Sul,8,0.04,402.0,385.92,271.2,114.72
7684,2024-03-02,14,100,14,Centro-Oeste,3,0.093,582.27,528.12,347.67,180.45
7685,2024-03-02,17,66,12,Sul,5,0.078,1037.15,956.25,655.4,300.85
7678,2024-03-02,9,134,3,Nordeste,16,0.005,12155.04,12094.26,6173.44,5920.82
7683,2024-03-02,18,81,1,Sul,1,0.033,501.17,484.63,274.46,210.17
7677,2024-03-02,15,55,15,Sudeste,3,0.004,1289.67,1284.51,630.93,653.58
7673,2024-03-02,24,11,14,Centro-Oeste,4,0.029,1604.32,1557.79,782.8,774.99
7675,2024-03-02,6,82,10,Sul,4,0.099,3188.8,2873.11,1643.16,1229.95
7674,2024-03-02,10,59,1,Sul,1,0.09,111.45,101.42,79.16,22.26
7672,2024-03-02,20,32,8,Sudeste,15,0.053,3847.5,3643.58,2175.45,1468.13
7671,2024-03-02,19,85,11,Centro-Oeste,5,0.058,521.9,491.63,348.5,143.13
7670,2024-03-02,4,12,11,Centro-Oeste,1,0.046,50.25,47.94,33.9,14.04
7669,2024-03-02,9,111,16,Sudeste,2,0.016,1519.38,1495.07,771.68,723.39
7668,2024-03-02,11,85,14,Centro-Oeste,3,0.066,476.79,445.32,284.55,160.77
7667,2024-03-02,15,36,5,Nordeste,11,0.07,4728.79,4397.77,2313.41,2084.36
7666,2024-03-02,17,48,15,Sudeste,7,0.063,1452.01,1360.53,917.56,442.97
7676,2024-03-02,15,29,4,Centro-Oeste,1,0.064,429.89,402.38,210.31,192.07
7702,2024-03-03,2,127,5,Nordeste,1,0.054,259.47,245.46,145.57,99.89
7703,2024-03-03,15,52,6,Nordeste,1,0.076,429.89,397.22,210.31,186.91
7704,2024-03-03,10,12,9,Centro-Oeste,7,0.001,780.15,779.37,554.12,225.25
7705,2024-03-03,10,13,1,Sul,10,0.009,1114.5,1104.47,791.6,312.87
7706,2024-03-03,11,46,5,Nordeste,9,0.081,1430.37,1314.51,853.65,460.86
7711,2024-03-03,24,40,1,Sul,18,0.141,7219.44,6201.5,3522.6,2678.9
7708,2024-03-03,11,74,14,Centro-Oeste,1,0.025,158.93,154.96,94.85,60.11
7709,2024-03-03,8,43,16,Sudeste,5,0.014,1427.65,1407.66,874.65,533.01
7710,2024-03-03,4,50,8,Sudeste,34,0.16,1708.5,1435.14,1152.6,282.54
7712,2024-03-03,18,73,10,Sul,10,0.069,5011.7,4665.89,2744.6,1921.29
7701,2024-03-03,6,117,8,Sudeste,4,0.057,3188.8,3007.04,1643.16,1363.88
7707,2024-03-03,15,65,7,Norte,4,0.075,1719.56,1590.59,841.24,749.35
7700,2024-03-03,19,31,1,Sul,1,0.018,104.38,102.5,69.7,32.8
7690,2024-03-03,5,48,16,Sudeste,3,0.068,582.48,542.87,373.35,169.52
7698,2024-03-03,2,16,4,Centro-Oeste,2,0.062,518.94,486.77,291.14,195.63
7699,2024-03-03,13,47,4,Centro-Oeste,2,0.017,199.16,195.77,145.56,50.21
7687,2024-03-03,8,47,4,Centro-Oeste,1,0.039,285.53,274.39,174.93,99.46
7689,2024-03-03,20,4,10,Sul,10,0.095,2565.0,2321.33,1450.3,871.03
7691,2024-03-03,21,112,8,Sudeste,4,0.018,1743.8,1712.41,835.32,877.09
7692,2024-03-03,14,33,7,Norte,5,0.095,970.45,878.26,579.45,298.81
7688,2024-03-03,6,20,8,Sudeste,11,0.087,8769.2,8006.28,4518.69,3487.59
7694,2024-03-03,10,46,6,Nordeste,3,0.031,334.35,323.99,237.48,86.51
7695,2024-03-03,2,84,15,Sudeste,6,0.014,1556.82,1535.02,873.42,661.6
7696,2024-03-03,6,31,10,Sul,2,0.079,1594.4,1468.44,821.58,646.86
7697,2024-03-03,15,31,10,Sul,2,0.008,859.78,852.9,420.62,432.28
7693,2024-03-03,5,26,2,Norte,6,0.033,1164.96,1126.52,746.7,379.82
7738,2024-03-04,5,16,11,Centro-Oeste,1,0.096,194.16,175.52,124.45,51.07
7746,2024-03-04,17,113,8,Sudeste,1,0.011,207.43,205.15,131.08,74.07
7739,2024-03-04,19,136,9,Centro-Oeste,4,0.089,417.52,380.36,278.8,101.56
7740,2024-03-04,23,9,10,Sul,6,0.067,1656.9,1545.89,987.6,558.29
7741,2024-03-04,18,123,16,Sudeste,3,0.07,1503.51,1398.26,823.38,574.88
7742,2024-03-04,10,92,12,Sul,27,0.066,3009.15,2810.55,2137.32,673.23
7743,2024-03-04,4,68,10,Sul,2,0.053,100.5,95.17,67.8,27.37
7744,2024-03-04,14,56,11,Centro-Oeste,7,0.057,1358.63,1281.19,811.23,469.96
7745,2024-03-04,1,14,3,Nordeste,3,0.076,305.76,282.52,205.89,76.63
7758,2024-03-04,4,88,15,Sudeste,1,0.032,50.25,48.64,33.9,14.74
7753,2024-03-04,11,99,3,Nordeste,8,0.048,1271.44,1210.41,758.8,451.61
7749,2024-03-04,17,103,8,Sudeste,2,0.087,414.86,378.77,262.16,116.61
7750,2024-03-04,10,134,3,Nordeste,13,0.073,1448.85,1343.08,1029.08,314.0
7751,2024-03-04,13,125,6,Nordeste,8,0.013,796.64,786.28,582.24,204.04
7752,2024-03-04,7,60,11,Centro-Oeste,8,0.016,465.44,457.99,319.28,138.71
7754,2024-03-04,5,38,3,Nordeste,5,0.069,970.8,903.81,622.25,281.56
7755,2024-03-04,5,112,16,Sudeste,3,0.011,582.48,576.07,373.35,202.72
7756,2024-03-04,17,86,15,Sudeste,2,0.044,414.86,396.61,262.16,134.45
7757,2024-03-04,20,62,6,Nordeste,9,0.026,2308.5,2248.48,1305.27,943.21
7737,2024-03-04,24,136,14,Centro-Oeste,4,0.037,1604.32,1544.96,782.8,762.16
7748,2024-03-04,2,132,12,Sul,6,0.05,1556.82,1478.98,873.42,605.56
7736,2024-03-04,23,95,3,Nordeste,6,0.058,1656.9,1560.8,987.6,573.2
7747,2024-03-04,10,102,10,Sul,22,0.142,2451.9,2103.73,1741.52,362.21
7734,2024-03-04,2,46,5,Nordeste,13,0.045,3373.11,3221.32,1892.41,1328.91
7735,2024-03-04,14,102,12,Sul,34,0.027,6599.06,6420.89,3940.26,2480.63
7713,2024-03-04,16,98,6,Nordeste,10,0.091,581.5,528.58,406.2,122.38
7714,2024-03-04,6,7,10,Sul,9,0.085,7174.8,6564.94,3697.11,2867.83
7716,2024-03-04,16,91,6,Nordeste,11,0.003,639.65,637.73,446.82,190.91
7717,2024-03-04,22,95,5,Nordeste,5,0.013,465.95,459.89,327.25,132.64
7718,2024-03-04,10,79,6,Nordeste,10,0.071,1114.5,1035.37,791.6,243.77
7719,2024-03-04,3,74,9,Centro-Oeste,4,0.095,3543.44,3206.81,1919.56,1287.25
7720,2024-03-04,13,96,3,Nordeste,13,0.072,1294.54,1201.33,946.14,255.19
7721,2024-03-04,24,53,15,Sudeste,4,0.041,1604.32,1538.54,782.8,755.74
7722,2024-03-04,11,80,6,Nordeste,4,0.043,635.72,608.38,379.4,228.98
7715,2024-03-04,1,68,12,Sul,4,0.047,407.68,388.52,274.52,114.0
7724,2024-03-04,23,62,6,Nordeste,13,0.003,3589.95,3579.18,2139.8,1439.38
7723,2024-03-04,9,45,11,Centro-Oeste,3,0.021,2279.07,2231.21,1157.52,1073.69
7733,2024-03-04,18,126,14,Centro-Oeste,10,0.047,5011.7,4776.15,2744.6,2031.55
7732,2024-03-04,12,4,12,Sul,13,0.078,5323.37,4908.15,2849.21,2058.94
7730,2024-03-04,9,71,1,Sul,4,0.012,3038.76,3002.29,1543.36,1458.93
7731,2024-03-04,20,132,12,Sul,5,0.046,1282.5,1223.5,725.15,498.35
7728,2024-03-04,4,32,8,Sudeste,13,0.099,653.25,588.58,440.7,147.88
7727,2024-03-04,6,20,16,Sudeste,9,0.097,7174.8,6478.84,3697.11,2781.73
7726,2024-03-04,9,50,15,Sudeste,26,0.128,19751.94,17223.69,10031.84,7191.85
7725,2024-03-04,6,18,12,Sul,7,0.06,5580.4,5245.58,2875.53,2370.05
7729,2024-03-04,22,59,12,Sul,3,0.004,279.57,278.45,196.35,82.1
7778,2024-03-05,7,133,14,Centro-Oeste,3,0.022,174.54,170.7,119.73,50.97
7783,2024-03-05,22,101,3,Nordeste,4,0.025,372.76,363.44,261.8,101.64
7779,2024-03-05,5,58,10,Sul,12,0.065,2329.92,2178.48,1493.4,685.08
7780,2024-03-05,18,51,4,Centro-Oeste,1,0.085,501.17,458.57,274.46,184.11
7781,2024-03-05,6,110,12,Sul,19,0.023,15146.8,14798.42,7805.01,6993.41
7782,2024-03-05,6,74,14,Centro-Oeste,3,0.054,2391.6,2262.45,1232.37,1030.08
7784,2024-03-05,21,98,3,Nordeste,12,0.086,5231.4,4781.5,2505.96,2275.54
7789,2024-03-05,24,91,6,Nordeste,14,0.023,5615.12,5485.97,2739.8,2746.17
7786,2024-03-05,11,45,4,Centro-Oeste,7,0.004,1112.51,1108.06,663.95,444.11
7787,2024-03-05,18,11,13,Centro-Oeste,1,0.028,501.17,487.14,274.46,212.68
7788,2024-03-05,5,67,16,Sudeste,1,0.097,194.16,175.33,124.45,50.88
7790,2024-03-05,2,115,8,Sudeste,3,0.013,778.41,768.29,436.71,331.58
7792,2024-03-05,15,105,6,Nordeste,6,0.002,2579.34,2574.18,1261.86,1312.32
7777,2024-03-05,18,73,12,Sul,10,0.013,5011.7,4946.55,2744.6,2201.95
7785,2024-03-05,24,118,13,Centro-Oeste,30,0.151,12032.4,10215.51,5871.0,4344.51
7776,2024-03-05,20,85,13,Centro-Oeste,4,0.01,1026.0,1015.74,580.12,435.62
7791,2024-03-05,21,38,6,Nordeste,1,0.046,435.95,415.9,208.83,207.07
7774,2024-03-05,12,2,2,Norte,1,0.033,409.49,395.98,219.17,176.81
7759,2024-03-05,4,39,1,Sul,6,0.063,301.5,282.51,203.4,79.11
7760,2024-03-05,14,88,15,Sudeste,5,0.033,970.45,938.43,579.45,358.98
7761,2024-03-05,14,67,16,Sudeste,3,0.03,582.27,564.8,347.67,217.13
7762,2024-03-05,10,46,6,Nordeste,8,0.088,891.6,813.14,633.28,179.86
7763,2024-03-05,24,137,10,Sul,16,0.066,6417.28,5993.74,3131.2,2862.54
7764,2024-03-05,24,9,1,Sul,3,0.003,1203.24,1199.63,587.1,612.53
7765,2024-03-05,16,107,8,Sudeste,10,0.026,581.5,566.38,406.2,160.18
7775,2024-03-05,6,122,16,Sudeste,23,0.032,18335.6,17748.86,9448.17,8300.69
7767,2024-03-05,11,32,16,Sudeste,10,0.026,1589.3,1547.98,948.5,599.48
7768,2024-03-05,1,22,8,Sudeste,5,0.048,509.6,485.14,343.15,141.99
7769,2024-03-05,3,15,9,Centro-Oeste,5,0.1,4429.3,3986.37,2399.45,1586.92
7770,2024-03-05,20,18,12,Sul,11,0.06,2821.5,2652.21,1595.33,1056.88
7771,2024-03-05,4,117,15,Sudeste,2,0.038,100.5,96.68,67.8,28.88
7772,2024-03-05,5,130,8,Sudeste,2,0.033,388.32,375.51,248.9,126.61
7773,2024-03-05,17,82,1,Sul,1,0.066,207.43,193.74,131.08,62.66
7766,2024-03-05,22,30,12,Sul,3,0.091,279.57,254.13,196.35,57.78
7813,2024-03-06,11,7,10,Sul,6,0.031,953.58,924.02,569.1,354.92
7814,2024-03-06,2,92,10,Sul,33,0.006,8562.51,8511.13,4803.81,3707.32
7815,2024-03-06,9,13,12,Sul,11,0.069,8356.59,7779.99,4244.24,3535.75
7816,2024-03-06,22,40,10,Sul,27,0.032,2516.13,2435.61,1767.15,668.46
7817,2024-03-06,16,99,3,Nordeste,12,0.07,697.8,648.95,487.44,161.51
7818,2024-03-06,10,84,8,Sudeste,11,0.098,1225.95,1105.81,870.76,235.05
7819,2024-03-06,24,85,4,Centro-Oeste,2,0.076,802.16,741.2,391.4,349.8
7823,2024-03-06,13,83,8,Sudeste,31,0.081,3086.98,2836.93,2256.18,580.75
7821,2024-03-06,21,24,7,Norte,6,0.042,2615.7,2505.84,1252.98,1252.86
7822,2024-03-06,11,111,16,Sudeste,1,0.035,158.93,153.37,94.85,58.52
7824,2024-03-06,23,59,10,Sul,3,0.013,828.45,817.68,493.8,323.88
7825,2024-03-06,23,65,2,Norte,4,0.022,1104.6,1080.3,658.4,421.9
7826,2024-03-06,20,72,12,Sul,32,0.087,8208.0,7493.9,4640.96,2852.94
7827,2024-03-06,13,78,15,Sudeste,2,0.028,199.16,193.58,145.56,48.02
7812,2024-03-06,11,49,16,Sudeste,1,0.06,158.93,149.39,94.85,54.54
7820,2024-03-06,2,106,16,Sudeste,4,0.083,1037.88,951.74,582.28,369.46
7828,2024-03-06,15,47,11,Centro-Oeste,7,0.033,3009.23,2909.93,1472.17,1437.76
7811,2024-03-06,11,130,16,Sudeste,3,0.072,476.79,442.46,284.55,157.91
7809,2024-03-06,22,114,15,Sudeste,36,0.107,3354.84,2995.87,2356.2,639.67
7810,2024-03-06,19,125,6,Nordeste,14,0.061,1461.32,1372.18,975.8,396.38
7793,2024-03-06,23,117,8,Sudeste,3,0.01,828.45,820.17,493.8,326.37
7794,2024-03-06,17,114,16,Sudeste,21,0.015,4356.03,4290.69,2752.68,1538.01
7795,2024-03-06,5,114,15,Sudeste,25,0.144,4854.0,4155.02,3111.25,1043.77
7796,2024-03-06,17,139,10,Sul,6,0.019,1244.58,1220.93,786.48,434.45
7798,2024-03-06,12,52,6,Nordeste,4,0.065,1637.96,1531.49,876.68,654.81
7799,2024-03-06,15,62,6,Nordeste,13,0.078,5588.57,5152.66,2734.03,2418.63
7800,2024-03-06,10,105,5,Nordeste,8,0.099,891.6,803.33,633.28,170.05
7797,2024-03-06,18,93,7,Norte,3,0.046,1503.51,1434.35,823.38,610.97
7802,2024-03-06,15,85,4,Centro-Oeste,1,0.082,429.89,394.64,210.31,184.33
7803,2024-03-06,13,81,1,Sul,4,0.087,398.32,363.67,291.12,72.55
7804,2024-03-06,1,94,12,Sul,6,0.068,611.52,569.94,411.78,158.16
7805,2024-03-06,19,59,10,Sul,5,0.046,521.9,497.89,348.5,149.39
7806,2024-03-06,6,104,15,Sudeste,2,0.078,1594.4,1470.04,821.58,648.46
7807,2024-03-06,2,11,4,Centro-Oeste,2,0.035,518.94,500.78,291.14,209.64
7808,2024-03-06,7,105,3,Nordeste,9,0.037,523.62,504.25,359.19,145.06
7801,2024-03-06,7,34,11,Centro-Oeste,1,0.087,58.18,53.12,39.91,13.21
7857,2024-03-07,16,123,16,Sudeste,2,0.015,116.3,114.56,81.24,33.32
7850,2024-03-07,24,99,5,Nordeste,6,0.058,2406.48,2266.9,1174.2,1092.7
7851,2024-03-07,24,3,16,Sudeste,10,0.08,4010.8,3689.94,1957.0,1732.94
7852,2024-03-07,12,127,6,Nordeste,2,0.019,818.98,803.42,438.34,365.08
7853,2024-03-07,1,124,15,Sudeste,5,0.01,509.6,504.5,343.15,161.35
7854,2024-03-07,2,79,6,Nordeste,12,0.075,3113.64,2880.12,1746.84,1133.28
7855,2024-03-07,4,91,6,Nordeste,7,0.004,351.75,350.34,237.3,113.04
7858,2024-03-07,23,38,5,Nordeste,1,0.071,276.15,256.54,164.6,91.94
7867,2024-03-07,11,135,1,Sul,2,0.095,317.86,287.66,189.7,97.96
7860,2024-03-07,17,100,14,Centro-Oeste,10,0.055,2074.3,1960.21,1310.8,649.41
7861,2024-03-07,8,132,12,Sul,1,0.075,285.53,264.12,174.93,89.19
7862,2024-03-07,18,70,12,Sul,11,0.009,5512.87,5463.25,3019.06,2444.19
7863,2024-03-07,13,72,1,Sul,27,0.048,2688.66,2559.6,1965.06,594.54
7864,2024-03-07,9,77,15,Sudeste,26,0.05,19751.94,18764.34,10031.84,8732.5
7865,2024-03-07,2,41,5,Nordeste,17,0.178,4410.99,3625.83,2474.69,1151.14
7866,2024-03-07,13,84,15,Sudeste,11,0.006,1095.38,1088.81,800.58,288.23
7849,2024-03-07,17,7,1,Sul,16,0.033,3318.88,3209.36,2097.28,1112.08
7859,2024-03-07,19,37,15,Sudeste,4,0.007,417.52,414.6,278.8,135.8
7848,2024-03-07,12,91,5,Nordeste,12,0.004,4913.88,4894.22,2630.04,2264.18
7856,2024-03-07,1,10,8,Sudeste,6,0.021,611.52,598.68,411.78,186.9
7846,2024-03-07,4,98,5,Nordeste,9,0.051,452.25,429.19,305.1,124.09
7830,2024-03-07,19,24,7,Norte,2,0.035,208.76,201.45,139.4,62.05
7831,2024-03-07,8,48,16,Sudeste,5,0.096,1427.65,1290.6,874.65,415.95
7832,2024-03-07,13,37,16,Sudeste,4,0.022,398.32,389.56,291.12,98.44
7833,2024-03-07,20,73,12,Sul,13,0.043,3334.5,3191.12,1885.39,1305.73
7834,2024-03-07,20,128,16,Sudeste,5,0.0,1282.5,1282.5,725.15,557.35
7835,2024-03-07,8,16,11,Centro-Oeste,3,0.02,856.59,839.46,524.79,314.67
7836,2024-03-07,21,44,15,Sudeste,28,0.006,12206.6,12133.36,5847.24,6286.12
7837,2024-03-07,14,7,1,Sul,6,0.04,1164.54,1117.96,695.34,422.62
7829,2024-03-07,22,32,15,Sudeste,7,0.027,652.33,634.72,458.15,176.57
7839,2024-03-07,12,99,3,Nordeste,18,0.026,7370.82,7179.18,3945.06,3234.12
7847,2024-03-07,15,97,7,Norte,3,0.01,1289.67,1276.77,630.93,645.84
7840,2024-03-07,11,34,9,Centro-Oeste,3,0.085,476.79,436.26,284.55,151.71
7841,2024-03-07,2,58,12,Sul,6,0.057,1556.82,1468.08,873.42,594.66
7842,2024-03-07,6,102,12,Sul,22,0.107,17538.4,15661.79,9037.38,6624.41
7843,2024-03-07,4,135,1,Sul,1,0.032,50.25,48.64,33.9,14.74
7844,2024-03-07,17,81,10,Sul,3,0.013,622.29,614.2,393.24,220.96
7845,2024-03-07,11,38,5,Nordeste,5,0.012,794.65,785.11,474.25,310.86
7838,2024-03-07,9,137,12,Sul,7,0.057,5317.83,5014.71,2700.88,2313.83
7894,2024-03-08,20,78,8,Sudeste,5,0.067,1282.5,1196.57,725.15,471.42
7892,2024-03-08,11,41,6,Nordeste,23,0.027,3655.39,3556.69,2181.55,1375.14
7888,2024-03-08,10,101,3,Nordeste,6,0.063,668.7,626.57,474.96,151.61
7890,2024-03-08,16,67,16,Sudeste,1,0.042,58.15,55.71,40.62,15.09
7889,2024-03-08,24,5,1,Sul,10,0.022,4010.8,3922.56,1957.0,1965.56
7895,2024-03-08,18,20,15,Sudeste,10,0.077,5011.7,4625.8,2744.6,1881.2
7891,2024-03-08,24,38,6,Nordeste,5,0.037,2005.4,1931.2,978.5,952.7
7896,2024-03-08,23,52,6,Nordeste,2,0.088,552.3,503.7,329.2,174.5
7900,2024-03-08,1,50,15,Sudeste,29,0.142,2955.68,2535.97,1990.27,545.7
7898,2024-03-08,3,128,8,Sudeste,6,0.064,5315.16,4974.99,2879.34,2095.65
7899,2024-03-08,10,41,3,Nordeste,46,0.131,5126.7,4455.1,3641.36,813.74
7901,2024-03-08,7,47,13,Centro-Oeste,4,0.03,232.72,225.74,159.64,66.1
7902,2024-03-08,17,25,16,Sudeste,1,0.0,207.43,207.43,131.08,76.35
7903,2024-03-08,4,110,10,Sul,19,0.088,954.75,870.73,644.1,226.63
7904,2024-03-08,16,81,12,Sul,3,0.067,174.45,162.76,121.86,40.9
7887,2024-03-08,16,60,11,Centro-Oeste,9,0.095,523.35,473.63,365.58,108.05
7897,2024-03-08,14,34,13,Centro-Oeste,2,0.009,388.18,384.69,231.78,152.91
7886,2024-03-08,22,89,16,Sudeste,3,0.088,279.57,254.97,196.35,58.62
7893,2024-03-08,21,136,13,Centro-Oeste,3,0.06,1307.85,1229.38,626.49,602.89
7884,2024-03-08,9,17,12,Sul,2,0.035,1519.38,1466.2,771.68,694.52
7885,2024-03-08,11,124,8,Sudeste,4,0.051,635.72,603.3,379.4,223.9
7868,2024-03-08,14,54,8,Sudeste,16,0.084,3105.44,2844.58,1854.24,990.34
7869,2024-03-08,12,109,15,Sudeste,4,0.021,1637.96,1603.56,876.68,726.88
7870,2024-03-08,19,109,8,Sudeste,4,0.085,417.52,382.03,278.8,103.23
7872,2024-03-08,13,102,12,Sul,35,0.066,3485.3,3255.27,2547.3,707.97
7873,2024-03-08,9,130,15,Sudeste,2,0.086,1519.38,1388.71,771.68,617.03
7874,2024-03-08,8,101,3,Nordeste,4,0.01,1142.12,1130.7,699.72,430.98
7875,2024-03-08,22,137,12,Sul,9,0.083,838.71,769.1,589.05,180.05
7871,2024-03-08,22,120,2,Norte,7,0.01,652.33,645.81,458.15,187.66
7877,2024-03-08,24,118,4,Centro-Oeste,15,0.02,6016.2,5895.88,2935.5,2960.38
7878,2024-03-08,17,125,3,Nordeste,9,0.039,1866.87,1794.06,1179.72,614.34
7879,2024-03-08,14,138,14,Centro-Oeste,29,0.133,5628.61,4880.0,3360.81,1519.19
7883,2024-03-08,3,54,15,Sudeste,16,0.087,14173.76,12940.64,7678.24,5262.4
7880,2024-03-08,2,84,15,Sudeste,9,0.036,2335.23,2251.16,1310.13,941.03
7881,2024-03-08,18,100,4,Centro-Oeste,8,0.031,4009.36,3885.07,2195.68,1689.39
7882,2024-03-08,12,136,4,Centro-Oeste,2,0.059,818.98,770.66,438.34,332.32
7876,2024-03-08,13,101,6,Nordeste,4,0.023,398.32,389.16,291.12,98.04
7918,2024-03-09,24,80,3,Nordeste,2,0.073,802.16,743.6,391.4,352.2
7919,2024-03-09,21,104,16,Sudeste,7,0.042,3051.65,2923.48,1461.81,1461.67
7920,2024-03-09,10,109,16,Sudeste,2,0.006,222.9,221.56,158.32,63.24
7921,2024-03-09,6,125,6,Nordeste,10,0.082,7972.0,7318.3,4107.9,3210.4
7924,2024-03-09,24,35,7,Norte,1,0.049,401.08,381.43,195.7,185.73
7923,2024-03-09,14,99,6,Nordeste,15,0.028,2911.35,2829.83,1738.35,1091.48
7925,2024-03-09,8,119,15,Sudeste,19,0.004,5425.07,5403.37,3323.67,2079.7
7917,2024-03-09,2,114,15,Sudeste,26,0.158,6746.22,5680.32,3784.82,1895.5
7926,2024-03-09,17,134,5,Nordeste,13,0.032,2696.59,2610.3,1704.04,906.26
7922,2024-03-09,6,51,4,Centro-Oeste,3,0.085,2391.6,2188.31,1232.37,955.94
7916,2024-03-09,8,84,16,Sudeste,13,0.075,3711.89,3433.5,2274.09,1159.41
7912,2024-03-09,17,76,15,Sudeste,2,0.016,414.86,408.22,262.16,146.06
7914,2024-03-09,10,25,8,Sudeste,3,0.041,334.35,320.64,237.48,83.16
